sid	path	status_words	top_ids	neighbors
SRC-8D33AC33A463	stages/stage13/archive/tasks/13-13e/result.md	final,complete,audit,review,theorem_changed=false	SR-STR-129,SR-STR-207,SR-STR-217,SR-STR-052	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-BE7D7B8511A7	stages/stage13/archive/tasks/13-13e/review-manifest.md	final,repair,audit,manifest,review,theorem_changed=false	SR-STR-135,SR-STR-093,SR-STR-217,SR-STR-157	
SRC-869B08648BF5	stages/stage13/archive/tasks/13-13f/claude-r04-verdict.md	final,review	SR-STR-227,SR-STR-039,SR-STR-152,SR-STR-183	
SRC-A38ABEF612DC	stages/stage13/archive/tasks/13-13f/deepseek-r04-verdict.md	final,closed,complete,repair,review	SR-STR-129,SR-STR-095,SR-STR-103,SR-STR-215	
SRC-4FA6BA5BB0C2	stages/stage13/archive/tasks/13-13f/grok-r04-verdict.md	final,closed,review	SR-STR-158,SR-STR-160,SR-STR-005,SR-STR-226	
SRC-DDCC775B8DA4	stages/stage13/archive/tasks/13-13f/r05-repair-plan.md	final,complete,proved,repair,finite,audit,review	SR-STR-015,SR-STR-180,SR-STR-196,SR-STR-218	
SRC-D867B0129332	stages/stage13/archive/tasks/13-13f/result.md	final,closed,repair,finite,review	SR-STR-155,SR-STR-147,SR-STR-107,SR-STR-015	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-127CA0B9FC25	stages/stage13/archive/tasks/13-13fa/result.md	complete,repair,finite,audit	SR-STR-015,SR-STR-227,SR-STR-154,SR-STR-171	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-A73E3165B2F5	stages/stage13/archive/tasks/13-13fb/result.md	complete,review	SR-STR-196,SR-STR-186,SR-STR-139,SR-STR-155	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-96E88B854574	stages/stage13/archive/tasks/13-13fb/wiener-bound-lemma.md	finite,audit,bookkeeping	SR-STR-145,SR-STR-162,SR-STR-109,SR-STR-015	
SRC-8D0A87943C94	stages/stage13/archive/tasks/13-13fc/curved-region-error-lemma.md	audit	SR-STR-156,SR-STR-159,SR-STR-142,SR-STR-141	
SRC-397EC26FF331	stages/stage13/archive/tasks/13-13fc/result.md	complete,finite,review,bookkeeping	SR-STR-051,SR-STR-217,SR-STR-105,SR-STR-160	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-8A248C059524	stages/stage13/archive/tasks/13-13fd/harmonic-conductor-lemma.md	repair,bookkeeping	SR-STR-140,SR-STR-155,SR-STR-217,SR-STR-204	
SRC-E5931D885808	stages/stage13/archive/tasks/13-13fd/result.md	complete,bookkeeping	SR-STR-016,SR-STR-032,SR-STR-156,SR-STR-157	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-A0B3BDB5F8BD	stages/stage13/archive/tasks/13-13fe/result.md	complete	SR-STR-226,SR-STR-151,SR-STR-038,SR-STR-215	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-7733025CDB7A	stages/stage13/archive/tasks/13-13fe/stage12-counting-interface.md	final,complete,review	SR-STR-226,SR-STR-038,SR-STR-151,SR-STR-039	
SRC-B1452E59C0BF	stages/stage13/archive/tasks/13-13ff/external-theorem-contracts.md	complete,repair,repaired	SR-STR-021,SR-STR-165,SR-STR-222,SR-STR-151	
SRC-34BB7AE2325C	stages/stage13/archive/tasks/13-13ff/result.md	final,complete,repair,repaired,finite	SR-STR-206,SR-STR-222,SR-STR-154,SR-STR-151	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-D6C6478BC65B	stages/stage13/archive/tasks/13-13fg/fixed-inert-transfer.md	finite	SR-STR-141,SR-STR-156,SR-STR-227,SR-STR-149	
SRC-CB3F8F318EE8	stages/stage13/archive/tasks/13-13fg/result.md	repair,finite	SR-STR-185,SR-STR-148,SR-STR-105,SR-STR-147	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-1C2EA7918966	stages/stage13/archive/tasks/13-13fh/result.md	final,complete,candidate,repair,repaired,audit	SR-STR-159,SR-STR-226,SR-STR-156,SR-STR-201	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-E6BAA386E137	stages/stage13/archive/tasks/13-13fh/stage13-r05-canonical-proof.md	final,candidate,repair,historical,review	SR-STR-227,SR-STR-039,SR-STR-142,SR-STR-001	
SRC-A4ABFBC94A85	stages/stage13/archive/tasks/13-13fi/result.md	final,complete,finite,audit,review,theorem_changed=false	SR-STR-014,SR-STR-226,SR-STR-069,SR-STR-215	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-55C1A28F9766	stages/stage13/archive/tasks/13-13fi/review-manifest.md	final,repair,audit,manifest,review,theorem_changed=false	SR-STR-093,SR-STR-217,SR-STR-174,SR-STR-135	
SRC-117BE983BF6D	stages/stage13/archive/tasks/13-13fj/claude-r05-verdict.md	final,closed,repair,review	SR-STR-074,SR-STR-217,SR-STR-149,SR-STR-096	
SRC-B262D5C850B8	stages/stage13/archive/tasks/13-13fj/deepseek-r05-verdict.md	final,closed,proved,conditional,repair,review	SR-STR-101,SR-STR-204,SR-STR-148,SR-STR-144	
SRC-5A754ABED58B	stages/stage13/archive/tasks/13-13fj/grok-r05-verdict.md	final,closed,repair,review	SR-STR-183,SR-STR-160,SR-STR-016,SR-STR-216	
SRC-FE872260AE1A	stages/stage13/archive/tasks/13-13fj/qwen-r05-verdict.md	final,conditional,repair,repaired,review,bookkeeping	SR-STR-074,SR-STR-160,SR-STR-217,SR-STR-216	
SRC-AB1FDF34758C	stages/stage13/archive/tasks/13-13fj/r06-repair-plan.md	final,complete,repair,finite,review	SR-STR-217,SR-STR-222,SR-STR-219,SR-STR-015	
SRC-BCB57B0D375D	stages/stage13/archive/tasks/13-13fj/result.md	final,closed,conditional,repair,review	SR-STR-057,SR-STR-156,SR-STR-217,SR-STR-221	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-78620B3E055F	stages/stage13/archive/tasks/13-13fl/gaussian-hecke-normalization.md	complete,review	SR-STR-057,SR-STR-211,SR-STR-176,SR-STR-170	
SRC-D57F34DC9AB9	stages/stage13/archive/tasks/13-13fl/result.md	complete,finite	SR-STR-211,SR-STR-217,SR-STR-149,SR-STR-151	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-A4584ABBF648	stages/stage13/archive/tasks/13-13fm/README.md	audit,review	SR-STR-020,SR-STR-060,SR-STR-194,SR-STR-156	SR-STR-034,SR-STR-001,SR-STR-039,SR-STR-144,SR-STR-217
SRC-20495E983080	stages/stage13/archive/tasks/13-13fm/principal-pole-sector-closure.md	finite	SR-STR-156,SR-STR-146,SR-STR-227,SR-STR-105	
SRC-CA5C83D9AD14	stages/stage13/archive/tasks/13-13fm/result.md	final,repair,repaired,finite,review	SR-STR-223,SR-STR-222,SR-STR-148,SR-STR-163	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-9649F401E67A	stages/stage13/archive/tasks/13-13fn/result.md	complete,proved,repair	SR-STR-197,SR-STR-223,SR-STR-169,SR-STR-115	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-D18F0F877C6D	stages/stage13/archive/tasks/13-13fn/stage13-r06-canonical-proof.md	candidate,repair,historical,review	SR-STR-227,SR-STR-039,SR-STR-142,SR-STR-226	
SRC-5BD56989CE7E	stages/stage13/archive/tasks/13-13fo/README.md	final,manifest,review	SR-STR-096,SR-STR-095,SR-STR-052,SR-STR-207	SR-STR-034,SR-STR-001,SR-STR-039,SR-STR-144,SR-STR-217
SRC-E58BE7EC3270	stages/stage13/archive/tasks/13-13fo/result.md	final,closed,complete,audit,review,theorem_changed=false	SR-STR-142,SR-STR-052,SR-STR-141,SR-STR-150	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-EF686A98AE01	stages/stage13/archive/tasks/13-13fo/review-manifest.md	final,closed,complete,audit,manifest,review,theorem_changed=false	SR-STR-150,SR-STR-061,SR-STR-119,SR-STR-185	
SRC-98E61D715B9D	stages/stage13/archive/tasks/13-13fo/review-policy.md	final,closed,repair,repaired,review	SR-STR-009,SR-STR-226,SR-STR-217,SR-STR-129	
SRC-9D9F935E7666	stages/stage13/archive/tasks/13-13fp/README.md	final,closed,repair,review	SR-STR-060,SR-STR-063,SR-STR-057,SR-STR-156	SR-STR-034,SR-STR-001,SR-STR-039,SR-STR-144,SR-STR-217
SRC-3C2D4A571240	stages/stage13/archive/tasks/13-13fp/claude-r06-verdict.md	final,repair,review	SR-STR-227,SR-STR-145,SR-STR-052,SR-STR-150	
SRC-E6BCD73E628E	stages/stage13/archive/tasks/13-13fp/deepseek-r06-verdict.md	final,closed,repair,review	SR-STR-227,SR-STR-217,SR-STR-150,SR-STR-052	
SRC-B87C63920A29	stages/stage13/archive/tasks/13-13fp/qwen-r06-verdict.md	final,closed,review	SR-STR-227,SR-STR-150,SR-STR-149,SR-STR-148	
SRC-BA4D3A609E27	stages/stage13/archive/tasks/13-13fp/r06-review-ledger.md	final,closed,repair,review	SR-STR-095,SR-STR-073,SR-STR-202,SR-STR-052	
SRC-D867368C60D3	stages/stage13/archive/tasks/13-13fp/r07-repair-plan.md	final,repair,finite,review	SR-STR-217,SR-STR-187,SR-STR-148,SR-STR-156	
SRC-797C84C7DDA9	stages/stage13/archive/tasks/13-13fp/result.md	final,closed,repair,review	SR-STR-226,SR-STR-113,SR-STR-060,SR-STR-040	SR-STR-196,SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227,SR-STR-201,SR-STR-029
SRC-9C96545FAB1C	stages/stage13/archive/tasks/13-13fp/review-summary.md	proved,repair,finite,review	SR-STR-151,SR-STR-223,SR-STR-227,SR-STR-156	
